trial_id,model,A_word,B_word,A_len,B_len,A_popularity,B_popularity,A_upos,B_upos,A_domain,B_domain,A_abstraction,B_abstraction,A_polysemy,B_polysemy,identity_success,prompt,raw_response,parsed_answer
202,gpt-5,tempting,journeyman,0.375000,0.500000,0.756975,0.350807,VERB,NOUN,verb.communication,noun.person,0.232500,0.712500,0.700000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

tempting : tempting :: journeyman : ____",ANSWER: journeyman,journeyman
203,gpt-5,stash,nipping,0.187500,0.312500,0.715474,0.055481,NOUN,VERB,noun.possession,verb.contact,0.682500,0.577500,0.100000,0.400000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

stash : stash :: nipping : ____",ANSWER: nippin',nippin'
204,gpt-5,archives,roast,0.375000,0.187500,0.879578,0.825597,NOUN,NOUN,noun.artifact,noun.cognition,0.732500,0.850000,0.200000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

archives : archives :: roast : ____",ANSWER: roast,roast
205,gpt-5,dominoes,globally,0.375000,0.375000,0.286146,0.813256,NOUN,ADV,noun.person,adv.all,0.915000,0.457500,0.400000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

dominoes : dominoes :: globally : ____",ANSWER: globally,globally
206,gpt-5,harshly,inflection,0.312500,0.500000,0.592512,0.326287,ADV,NOUN,adv.all,noun.relation,0.302500,0.197500,0.100000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

harshly : harshly :: inflection : ____",ANSWER: inflection,inflection
207,gpt-5,nobleman,childhood,0.375000,0.437500,0.433849,0.941399,NOUN,NOUN,noun.person,noun.time,0.712500,0.382500,0.000000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

nobleman : nobleman :: childhood : ____",ANSWER: minority,minority
208,gpt-5,indentation,rider,0.562500,0.187500,0.102742,0.860877,NOUN,NOUN,noun.shape,noun.person,0.730000,0.767500,0.300000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

indentation : indentation :: rider : ____",ANSWER: rider,rider
209,gpt-5,previous,deferred,0.375000,0.375000,0.978160,0.717954,ADJ,VERB,adj.all,verb.communication,0.380000,0.250000,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

previous : previous :: deferred : ____",ANSWER: deferred,deferred
210,gpt-5,myriad,roll,0.250000,0.125000,0.695514,0.963259,NOUN,NOUN,noun.quantity,noun.communication,0.280000,0.790000,0.200000,1.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

myriad : myriad :: roll : ____",ANSWER: role,role
211,gpt-5,envious,tending,0.312500,0.312500,0.564251,0.600312,ADJ,VERB,adj.all,verb.stative,0.190000,0.240000,0.000000,0.400000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

envious : envious :: tending : ____",ANSWER: tendent,tendent
212,gpt-5,beam,swagger,0.125000,0.312500,0.886838,0.526131,NOUN,NOUN,noun.communication,noun.person,0.740000,0.422500,1.000000,0.500000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

beam : beam :: swagger : ____",ANSWER: strut,strut
213,gpt-5,deprived,overweight,0.375000,0.500000,0.772675,0.788296,VERB,NOUN,verb.change,noun.attribute,0.260000,0.642500,0.300000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

deprived : deprived :: overweight : ____",ANSWER: overweight,overweight
214,gpt-5,expressive,insomniac,0.500000,0.437500,0.670673,0.080162,ADJ,NOUN,adj.all,noun.person,0.257500,0.525000,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

expressive : expressive :: insomniac : ____",ANSWER: insomniac,insomniac
215,gpt-5,yarn,liar,0.125000,0.125000,0.738375,0.861397,NOUN,NOUN,noun.communication,noun.person,0.982500,0.607500,0.200000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

yarn : yarn :: liar : ____",ANSWER: lie,lie
216,gpt-5,pretense,daybreak,0.375000,0.375000,0.426509,0.443989,NOUN,NOUN,noun.act,noun.time,0.190000,0.802500,0.400000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

pretense : pretense :: daybreak : ____",ANSWER: daybreak,daybreak
217,gpt-5,piece,handkerchief,0.187500,0.625000,0.980520,0.540231,NOUN,NOUN,noun.artifact,noun.artifact,0.785000,1.000000,1.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

piece : piece :: handkerchief : ____",ANSWER: handkerchief,handkerchief
218,gpt-5,swoon,sawed,0.187500,0.187500,0.322606,0.255745,NOUN,VERB,noun.event,verb.contact,0.500000,0.797500,0.100000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

swoon : swoon :: sawed : ____",ANSWER: wades,wades
219,gpt-5,rudimentary,olympics,0.562500,0.375000,0.532411,0.933639,ADJ,NOUN,adj.all,noun.event,0.180000,0.777500,0.200000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

rudimentary : rudimentary :: olympics : ____",ANSWER: olympics,olympics
220,gpt-5,favoring,impurity,0.375000,0.375000,0.529251,0.156083,VERB,NOUN,verb.social,noun.state,0.250000,0.232500,0.300000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

favoring : favoring :: impurity : ____",ANSWER: impurity,impurity
221,gpt-5,capital,reception,0.312500,0.437500,0.979140,0.902318,NOUN,NOUN,noun.location,noun.act,0.775000,0.482500,1.000000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

capital : capital :: reception : ____",ANSWER: Reception,reception
222,gpt-5,rendition,unregulated,0.437500,0.562500,0.677774,0.467069,NOUN,ADJ,noun.act,adj.all,0.355000,0.165000,0.300000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

rendition : rendition :: unregulated : ____",ANSWER: unregulated,unregulated
223,gpt-5,unclassified,fossil,0.625000,0.250000,0.245025,0.855457,ADJ,NOUN,adj.all,noun.object,0.347500,0.975000,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

unclassified : unclassified :: fossil : ____",ANSWER: fossil,fossil
224,gpt-5,nip,reissue,0.062500,0.312500,0.617032,0.426189,NOUN,NOUN,noun.cognition,noun.communication,0.607500,0.287500,0.800000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

nip : nip :: reissue : ____",ANSWER: issue,issue
225,gpt-5,industrialist,convert,0.687500,0.312500,0.284526,0.881038,NOUN,NOUN,noun.person,noun.person,0.500000,0.432500,0.000000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

industrialist : industrialist :: convert : ____",ANSWER: convert,convert
226,gpt-5,sensor,climb,0.250000,0.187500,0.838237,0.901438,NOUN,NOUN,noun.artifact,noun.act,0.740000,0.777500,0.000000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

sensor : sensor :: climb : ____",ANSWER: climb,climb
227,gpt-5,starter,profit,0.312500,0.250000,0.860757,0.958999,NOUN,NOUN,noun.person,noun.attribute,0.595000,0.517500,0.600000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

starter : starter :: profit : ____",ANSWER: profit,profit
228,gpt-5,swing,caravan,0.187500,0.312500,0.918998,0.748835,VERB,NOUN,verb.change,noun.group,0.885000,0.842500,1.000000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

swing : swing :: caravan : ____",ANSWER: caravan,caravan
229,gpt-5,enhancer,charmingly,0.375000,0.500000,0.285886,0.026821,NOUN,ADV,noun.cognition,adv.all,0.287500,0.285000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

enhancer : enhancer :: charmingly : ____",ANSWER: charmingly,charmingly
230,gpt-5,mail,lump,0.125000,0.125000,0.960979,0.778716,NOUN,NOUN,noun.artifact,noun.person,0.922500,0.890000,0.600000,0.500000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

mail : mail :: lump : ____",ANSWER: lump,lump
231,gpt-5,disposal,hydraulics,0.375000,0.500000,0.857577,0.309446,NOUN,NOUN,noun.artifact,noun.cognition,0.472500,0.677500,0.300000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

disposal : disposal :: hydraulics : ____",ANSWER: hydraulic,hydraulic
232,gpt-5,expressive,buster,0.500000,0.250000,0.670673,0.688394,ADJ,NOUN,adj.all,noun.person,0.257500,0.392500,0.000000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

expressive : expressive :: buster : ____",ANSWER: buster,buster
233,gpt-5,chorus,landlady,0.250000,0.375000,0.834857,0.342207,NOUN,NOUN,noun.event,noun.person,0.757500,0.805000,0.600000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

chorus : chorus :: landlady : ____",ANSWER: ladyland,ladyland
234,gpt-5,aiming,go,0.250000,0.000000,0.832357,0.998060,VERB,VERB,verb.cognition,verb.cognition,0.500000,0.537500,0.600000,1.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

aiming : aiming :: go : ____",ANSWER: going,going
235,gpt-5,monolithic,pleasantly,0.500000,0.500000,0.419968,0.632073,ADJ,ADV,adj.all,adv.all,0.412500,0.260000,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

monolithic : monolithic :: pleasantly : ____",ANSWER: pleasantly,pleasantly
236,gpt-5,terrorism,mainframe,0.437500,0.437500,0.903918,0.412788,NOUN,NOUN,noun.act,noun.artifact,0.447500,0.715000,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

terrorism : terrorism :: mainframe : ____",ANSWER: mainframe,mainframe
237,gpt-5,eye,album,0.062500,0.187500,0.979660,0.979820,NOUN,NOUN,noun.artifact,noun.communication,0.975000,0.922500,0.500000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

eye : eye :: album : ____",ANSWER: mubla,mubla
238,gpt-5,puzzled,likeness,0.312500,0.375000,0.596132,0.627853,VERB,NOUN,verb.cognition,noun.attribute,0.260000,0.305000,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

puzzled : puzzled :: likeness : ____",ANSWER: likeness,likeness
239,gpt-5,cultivated,lint,0.500000,0.125000,0.740975,0.413088,VERB,NOUN,verb.change,noun.artifact,0.412500,0.990000,0.600000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cultivated : cultivated :: lint : ____",ANSWER: lint,lint
240,gpt-5,lifeblood,gratified,0.437500,0.437500,0.155203,0.046841,NOUN,VERB,noun.attribute,verb.emotion,0.500000,0.250000,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lifeblood : lifeblood :: gratified : ____",ANSWER: gratified,gratified
241,gpt-5,kingfisher,rip,0.500000,0.062500,0.317046,0.907418,NOUN,NOUN,noun.animal,noun.person,0.927500,0.697500,0.000000,0.700000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

kingfisher : kingfisher :: rip : ____",ANSWER: rip,rip
242,gpt-5,hiker,scarring,0.187500,0.375000,0.240625,0.468249,NOUN,VERB,noun.person,verb.contact,0.882500,0.455000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

hiker : hiker :: scarring : ____",ANSWER: scarring,scarring
243,gpt-5,chug,printer,0.125000,0.312500,0.361707,0.840817,NOUN,NOUN,noun.event,noun.artifact,0.670000,0.917500,0.100000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

chug : chug :: printer : ____",ANSWER: print,print
244,gpt-5,identification,persisting,0.750000,0.500000,0.893358,0.163863,NOUN,VERB,noun.cognition,verb.stative,0.600000,0.240000,0.400000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

identification : identification :: persisting : ____",ANSWER: persisting,persisting
245,gpt-5,intuitively,firmly,0.562500,0.250000,0.449629,0.857337,ADV,ADV,adv.all,adv.all,0.052500,0.332500,0.000000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

intuitively : intuitively :: firmly : ____",ANSWER: firmly,firmly
246,gpt-5,citizen,exploitative,0.312500,0.625000,0.926499,0.302406,NOUN,ADJ,noun.person,adj.all,0.857500,0.297500,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

citizen : citizen :: exploitative : ____",ANSWER: exploitative,exploitative
247,gpt-5,institutional,sportsmanship,0.687500,0.687500,0.857157,0.425249,ADJ,NOUN,adj.pert,noun.attribute,0.335000,0.242500,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

institutional : institutional :: sportsmanship : ____",ANSWER: sportsmanship,sportsmanship
248,gpt-5,contagious,footprint,0.500000,0.437500,0.733775,0.709174,ADJ,NOUN,adj.all,noun.attribute,0.427500,0.842500,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

contagious : contagious :: footprint : ____",ANSWER: footprint,footprint
249,gpt-5,diagonally,stardust,0.500000,0.375000,0.377288,0.531911,ADV,NOUN,adv.all,noun.attribute,0.595000,0.520000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

diagonally : diagonally :: stardust : ____",ANSWER: stardust,stardust
250,gpt-5,retardant,apocalypse,0.437500,0.500000,0.099042,0.780376,NOUN,NOUN,noun.object,noun.event,0.417500,0.302500,0.000000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

retardant : retardant :: apocalypse : ____",ANSWER: apocalyptic,apocalyptic
251,gpt-5,turd,superstructure,0.125000,0.750000,0.519290,0.331247,NOUN,NOUN,noun.substance,noun.artifact,0.750000,0.680000,0.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

turd : turd :: superstructure : ____",ANSWER: structure,structure
252,gpt-5,toiled,cornea,0.250000,0.250000,0.063581,0.370167,VERB,NOUN,verb.social,noun.body,0.397500,0.965000,0.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

toiled : toiled :: cornea : ____",ANSWER: cornet,cornet
253,gpt-5,dashed,integrity,0.250000,0.437500,0.598312,0.900898,VERB,NOUN,verb.motion,noun.state,0.542500,0.110000,0.600000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

dashed : dashed :: integrity : ____",ANSWER: gritty,gritty
254,gpt-5,approaching,messiah,0.562500,0.312500,0.892278,0.720854,VERB,NOUN,verb.communication,noun.person,0.407500,0.565000,0.800000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

approaching : approaching :: messiah : ____",ANSWER: messiah,messiah
255,gpt-5,specific,style,0.375000,0.187500,0.979920,0.983660,ADJ,NOUN,adj.all,noun.animal,0.295000,0.417500,0.500000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

specific : specific :: style : ____",ANSWER: style,style
256,gpt-5,greens,banana,0.250000,0.250000,0.824076,0.858097,NOUN,NOUN,noun.person,noun.plant,0.775000,1.000000,0.900000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

greens : greens :: banana : ____",ANSWER: yellow,yellow
257,gpt-5,anthrax,providing,0.312500,0.437500,0.525131,0.960779,NOUN,VERB,noun.state,verb.stative,0.860000,0.370000,0.100000,0.600000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

anthrax : anthrax :: providing : ____",ANSWER: provided,provided
258,gpt-5,paranoia,fringed,0.375000,0.312500,0.664693,0.223004,NOUN,VERB,noun.state,verb.contact,0.185000,0.692500,0.000000,0.400000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

paranoia : paranoia :: fringed : ____",ANSWER: fringe,fringe
259,gpt-5,unparalleled,weekend,0.625000,0.312500,0.549271,0.974879,ADJ,NOUN,adj.all,noun.time,0.165000,0.707500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

unparalleled : unparalleled :: weekend : ____",ANSWER: weekend,weekend
260,gpt-5,strapped,faulting,0.375000,0.375000,0.672793,0.001700,VERB,VERB,verb.change,verb.communication,0.572500,0.327500,0.300000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

strapped : strapped :: faulting : ____",ANSWER: faulting,faulting
261,gpt-5,cerebral,cooking,0.375000,0.312500,0.741295,0.934279,ADJ,NOUN,adj.pert,noun.act,0.305000,0.797500,0.100000,0.500000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cerebral : cerebral :: cooking : ____",ANSWER: culinary,culinary
262,gpt-5,protracted,bylaw,0.500000,0.187500,0.585172,0.060801,VERB,NOUN,verb.change,noun.communication,0.230000,0.500000,0.100000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

protracted : protracted :: bylaw : ____",ANSWER: byelaw,byelaw
263,gpt-5,knitting,vacancy,0.375000,0.312500,0.678854,0.756755,VERB,NOUN,verb.creation,noun.state,0.785000,0.570000,0.400000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

knitting : knitting :: vacancy : ____",ANSWER: vacancy,vacancy
264,gpt-5,zeal,purchase,0.125000,0.375000,0.594512,0.959799,NOUN,NOUN,noun.attribute,noun.act,0.332500,0.490000,0.200000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

zeal : zeal :: purchase : ____",ANSWER: purchase,purchase
265,gpt-5,downtown,phoenix,0.375000,0.312500,0.927599,0.898578,NOUN,NOUN,noun.location,noun.object,0.847500,0.825000,0.200000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

downtown : downtown :: phoenix : ____",ANSWER: phoenix,phoenix
266,gpt-5,juror,subjected,0.187500,0.437500,0.510250,0.822756,NOUN,VERB,noun.person,verb.perception,0.822500,0.240000,0.000000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

juror : juror :: subjected : ____",ANSWER: subjected,subjected
267,gpt-5,display,lit,0.312500,0.062500,0.953239,0.895398,NOUN,NOUN,noun.communication,noun.cognition,0.715000,0.667500,0.700000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

display : display :: lit : ____",ANSWER: lit,lit
268,gpt-5,refinery,stocking,0.375000,0.375000,0.694914,0.694394,NOUN,VERB,noun.artifact,verb.possession,0.897500,0.965000,0.000000,0.800000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

refinery : refinery :: stocking : ____",ANSWER: sock,sock
269,gpt-5,courtyard,shrug,0.437500,0.187500,0.759515,0.606092,NOUN,NOUN,noun.artifact,noun.communication,0.892500,0.802500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

courtyard : courtyard :: shrug : ____",ANSWER: shrug,shrug
270,gpt-5,truce,ocean,0.187500,0.187500,0.706934,0.959039,NOUN,NOUN,noun.state,noun.quantity,0.367500,0.965000,0.000000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

truce : truce :: ocean : ____",ANSWER: pacific,pacific
271,gpt-5,apparition,wise,0.500000,0.125000,0.312446,0.940519,NOUN,NOUN,noun.act,noun.attribute,0.365000,0.242500,0.300000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

apparition : apparition :: wise : ____",ANSWER: wise,wise
272,gpt-5,air,unoccupied,0.062500,0.500000,0.991660,0.363747,NOUN,ADJ,noun.communication,adj.all,0.777500,0.410000,1.000000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

air : air :: unoccupied : ____",ANSWER: empty,empty
273,gpt-5,jellyfish,daylight,0.437500,0.375000,0.580572,0.819416,NOUN,NOUN,noun.animal,noun.time,0.982500,0.775000,0.100000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

jellyfish : jellyfish :: daylight : ____",ANSWER: daylights,daylights
274,gpt-5,globalization,vessel,0.687500,0.250000,0.683574,0.908718,NOUN,NOUN,noun.process,noun.artifact,0.282500,0.915000,0.000000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

globalization : globalization :: vessel : ____",ANSWER: vessel,vessel
275,gpt-5,assumed,liter,0.312500,0.187500,0.926639,0.682914,VERB,NOUN,verb.cognition,noun.quantity,0.215000,0.810000,0.900000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

assumed : assumed :: liter : ____",ANSWER: litre,litre
276,gpt-5,specialize,sweater,0.500000,0.312500,0.595412,0.800676,VERB,NOUN,verb.communication,noun.person,0.175000,0.945000,0.400000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

specialize : specialize :: sweater : ____",ANSWER: jumper,jumper
277,gpt-5,finish,insect,0.250000,0.250000,0.973919,0.795476,NOUN,NOUN,noun.event,noun.person,0.472500,0.972500,1.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

finish : finish :: insect : ____",ANSWER: insect,insect
278,gpt-5,cornucopia,lull,0.500000,0.125000,0.014740,0.477010,NOUN,NOUN,noun.attribute,noun.state,0.777500,0.330000,0.100000,0.400000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cornucopia : cornucopia :: lull : ____",ANSWER: lullaby,lullaby
279,gpt-5,elated,dilation,0.250000,0.375000,0.399668,0.327707,VERB,NOUN,verb.emotion,noun.act,0.320000,0.642500,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

elated : elated :: dilation : ____",ANSWER: dilation,dilation
280,gpt-5,counterpart,patented,0.562500,0.375000,0.776196,0.716354,NOUN,VERB,noun.artifact,verb.possession,0.407500,0.385000,0.100000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

counterpart : counterpart :: patented : ____",ANSWER: copyrighted,copyrighted
281,gpt-5,metaphysics,terror,0.562500,0.250000,0.476690,0.907278,NOUN,NOUN,noun.cognition,noun.feeling,0.250000,0.357500,0.000000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

metaphysics : metaphysics :: terror : ____",ANSWER: error,error
282,gpt-5,catering,systematically,0.375000,0.750000,0.756035,0.707114,NOUN,ADV,noun.act,adv.all,0.702500,0.362500,0.200000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

catering : catering :: systematically : ____",ANSWER: systematic,systematic
283,gpt-5,prompt,ammonia,0.250000,0.312500,0.823116,0.639873,NOUN,NOUN,noun.communication,noun.substance,0.312500,0.860000,0.700000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

prompt : prompt :: ammonia : ____",ANSWER: pneumonia,pneumonia
284,gpt-5,reach,lifeline,0.187500,0.375000,0.975360,0.568711,NOUN,NOUN,noun.cognition,noun.cognition,0.675000,0.570000,1.000000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

reach : reach :: lifeline : ____",ANSWER: lifeline,lifeline
285,gpt-5,lever,laced,0.187500,0.187500,0.754595,0.602372,NOUN,VERB,noun.artifact,verb.creation,0.942500,0.675000,0.300000,0.600000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lever : lever :: laced : ____",ANSWER: decal,decal
286,gpt-5,truce,relieving,0.187500,0.437500,0.706934,0.561731,NOUN,VERB,noun.state,verb.body,0.367500,0.257500,0.000000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

truce : truce :: relieving : ____",ANSWER: relieving,relieving
287,gpt-5,read,thyroid,0.125000,0.312500,0.994700,0.711214,NOUN,NOUN,noun.communication,noun.body,0.640000,0.902500,1.000000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

read : read :: thyroid : ____",ANSWER: thyroid,thyroid
288,gpt-5,veil,desirability,0.125000,0.625000,0.760135,0.128003,NOUN,NOUN,noun.artifact,noun.attribute,0.862500,0.222500,0.500000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

veil : veil :: desirability : ____",ANSWER: desirable,desirable
289,gpt-5,cinematographer,raucous,0.812500,0.312500,0.328647,0.273865,NOUN,ADJ,noun.person,adj.all,0.830000,0.347500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cinematographer : cinematographer :: raucous : ____",ANSWER: raucous,raucous
290,gpt-5,lighter,household,0.312500,0.437500,0.876798,0.936599,NOUN,NOUN,noun.substance,noun.group,0.882500,0.715000,1.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lighter : lighter :: household : ____",ANSWER: householder,householder
291,gpt-5,do,periodically,0.000000,0.625000,0.999020,0.735775,VERB,ADV,verb.social,adv.all,0.365000,0.225000,1.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

do : do :: periodically : ____",ANSWER: colon,colon
292,gpt-5,pluralism,stew,0.437500,0.125000,0.340567,0.689694,NOUN,NOUN,noun.cognition,noun.food,0.197500,0.857500,0.200000,0.400000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

pluralism : pluralism :: stew : ____",ANSWER: stewish,stewish
293,gpt-5,giggle,winnings,0.250000,0.375000,0.633593,0.571511,NOUN,NOUN,noun.communication,noun.act,0.680000,0.492500,0.100000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

giggle : giggle :: winnings : ____",ANSWER: win,win
294,gpt-5,inflatable,related,0.500000,0.312500,0.580712,0.983320,ADJ,ADJ,adj.all,adj.all,0.517500,0.390000,0.000000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

inflatable : inflatable :: related : ____",ANSWER: related,related
295,gpt-5,snipe,alarmingly,0.187500,0.500000,0.447049,0.130003,NOUN,ADV,noun.act,adv.all,0.592500,0.285000,0.400000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

snipe : snipe :: alarmingly : ____",ANSWER: alarmingly,alarmingly
296,gpt-5,plastics,rigorous,0.375000,0.375000,0.731995,0.768075,NOUN,ADJ,noun.possession,adj.all,0.895000,0.392500,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

plastics : plastics :: rigorous : ____",ANSWER: rigorous,rigorous
297,gpt-5,uplifting,diminutive,0.437500,0.500000,0.615212,0.485350,VERB,NOUN,verb.motion,noun.communication,0.240000,0.392500,0.300000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

uplifting : uplifting :: diminutive : ____",ANSWER: diminutive,diminutive
298,gpt-5,basement,heroically,0.375000,0.500000,0.894138,0.080522,NOUN,ADV,noun.artifact,adv.all,0.972500,0.207500,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

basement : basement :: heroically : ____",ANSWER: heroically,heroically
299,gpt-5,exchange,extinction,0.375000,0.500000,0.970399,0.795836,NOUN,NOUN,noun.act,noun.act,0.435000,0.357500,1.000000,0.500000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

exchange : exchange :: extinction : ____",ANSWER: extinction,extinction
300,gpt-5,bulldog,hostility,0.312500,0.437500,0.648773,0.744215,NOUN,NOUN,noun.animal,noun.state,0.927500,0.310000,0.200000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

bulldog : bulldog :: hostility : ____",ANSWER: hostility,hostility
301,gpt-5,ketchup,recruit,0.312500,0.312500,0.683014,0.830497,NOUN,NOUN,noun.food,noun.person,1.000000,0.620000,0.000000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

ketchup : ketchup :: recruit : ____",ANSWER: recruit,recruit
302,gpt-5,adventurer,photography,0.500000,0.562500,0.542411,0.933519,NOUN,NOUN,noun.person,noun.act,0.682500,0.775000,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

adventurer : adventurer :: photography : ____",ANSWER: photography,photography
