participant_id,item_order,cycle,triple_id,relation_key,A,B,C
59,20,1,489,space_time,colleges,professors,dock
60,1,2,473,space_time,cities,streets,savannah
60,2,3,460,space_time,lakes,water,graveyard
60,3,1,109,cause_purpose,stomach,digestion,cavity
60,4,1,310,part_whole,tomb,casket,arrows
60,5,1,383,reference,memoir,story,prizes
60,6,1,378,reference,token,object,bets
60,7,3,341,part_whole,scissors,handle,analysis
60,8,2,348,part_whole,church,steeple,arrows
60,9,3,410,similar,prize,winning,buck
60,10,1,264,non_attribute,routine,new,skyscraper
60,11,1,347,part_whole,storage,shelf,spacecraft
60,12,2,48,attribute,branches,twiggy,appointment
60,13,2,301,part_whole,midwest,Illinois,analysis
60,14,3,482,space_time,woods,leaves,lakes
60,15,1,198,class_inclusion,attachment,button,lakes
60,16,2,158,class_inclusion,brand,Nike,soap
60,17,3,472,space_time,conferences,keynotes,space
60,18,3,267,non_attribute,athlete,unathletic,weights
60,19,2,240,contrast,advances,obstacles,harder
60,20,2,216,contrast,harder,easier,familiar
61,1,1,391,reference,diagram,system,writings
61,2,1,206,contrast,broke,fixed,applied
61,3,2,177,class_inclusion,situation,interview,dimension
61,4,3,316,part_whole,transportation,vehicle,telescope
61,5,3,356,reference,estimates,quantities,flashback
61,6,3,238,contrast,forgotten,reminded,advanced
61,7,2,278,non_attribute,disinformation,real,torpedo
61,8,1,426,similar,warning,alert,pinnacle
61,9,1,344,part_whole,basket,exterior,story
61,10,3,332,part_whole,maps,scale,labour
61,11,1,335,part_whole,earth,sea,radiator
61,12,2,280,non_attribute,routine,novel,germ
61,13,2,255,non_attribute,cookie,spicy,land
61,14,3,240,contrast,advances,obstacles,harder
61,15,2,59,case_relations,competitors,race,journalists
61,16,3,286,non_attribute,tornado,still,overheating
61,17,3,14,attribute,sirens,piercing,pasta
61,18,2,161,class_inclusion,tier,professional,ventilation
61,19,1,20,attribute,cake,sugary,matrices
61,20,2,398,reference,coupon,deal,syllabus
62,1,1,160,class_inclusion,exams,MCAT,sport
62,2,2,38,attribute,grids,organized,pumpkin
62,3,3,408,similar,pretend,play,estimate
62,4,3,231,contrast,broken,new,harder
62,5,1,200,class_inclusion,turtles,snapping,soap
62,6,1,427,similar,teaching,educating,instant
62,7,2,44,attribute,rat,mouselike,films
62,8,1,102,cause_purpose,booklet,education,stomach
62,9,1,296,non_attribute,cookie,inedible,silk
62,10,3,95,case_relations,panther,fangs,sing
62,11,1,194,class_inclusion,education,elementary,section
62,12,2,230,contrast,smooth,choppy,lying
62,13,3,495,space_time,carnival,ride,weekends
62,14,1,161,class_inclusion,tier,professional,ventilation
62,15,2,458,space_time,residence,kitchen,space
62,16,2,10,attribute,grids,measured,eruption
62,17,3,244,contrast,growth,stagnation,familiar
62,18,3,201,contrast,intellectual,stupid,functional
62,19,2,424,similar,warning,alarm,icy
62,20,3,367,reference,marker,position,ambassadors
63,1,1,441,similar,estimate,conjecture,delight
63,2,1,275,non_attribute,dust,clean,skyscraper
63,3,3,281,non_attribute,mistakes,correct,fires
63,4,1,190,class_inclusion,dimension,time,relationship
63,5,3,126,cause_purpose,meme,amusement,cars
63,6,1,455,space_time,holidays,present,clinics
63,7,2,231,contrast,broken,new,harder
63,8,3,301,part_whole,midwest,Illinois,analysis
63,9,2,5,attribute,farmers,natural,fires
63,10,1,69,case_relations,subscribe,channel,rains
63,11,2,94,case_relations,traveler,luggage,waste
63,12,3,372,reference,badge,achievement,flashback
63,13,3,229,contrast,harder,easier,defend
63,14,3,309,part_whole,tomb,stone,table
63,15,1,213,contrast,rejects,accepts,advanced
63,16,2,453,space_time,woods,tree,carnival
63,17,2,46,attribute,matrices,rectangular,fires
63,18,2,178,class_inclusion,lakes,Eerie,analysis
63,19,2,88,case_relations,pupil,flashcards,journalists
63,20,1,313,part_whole,basket,rim,midwest
64,1,3,55,case_relations,erase,eraser,unravel
64,2,2,105,cause_purpose,punches,pain,oder
64,3,1,319,part_whole,furnace,boiler,chicken
64,4,3,129,cause_purpose,waste,disposal,wineries
64,5,3,387,reference,vouchers,credit,certifications
64,6,2,40,attribute,pasta,cheesy,farmers
64,7,1,231,contrast,broken,new,harder
64,8,2,294,non_attribute,routine,exhilarating,zombies
64,9,2,111,cause_purpose,bang,noise,boiler
64,10,3,447,similar,awful,terrible,functioning
64,11,3,146,cause_purpose,threat,panic,pirates
64,12,2,487,space_time,weekends,relaxation,hells
64,13,1,31,attribute,squirrel,nimble,song
64,14,1,53,case_relations,catcher,glove,leaking
64,15,3,330,part_whole,cow,udder,labour
64,16,2,491,space_time,nights,darkness,dusk
64,17,2,296,non_attribute,cookie,inedible,silk
64,18,1,374,reference,questionnaires,opinion,coupon
64,19,1,235,contrast,enlarged,shrunk,specialized
64,20,3,397,reference,coupon,discount,badge
65,1,2,114,cause_purpose,blossom,scent,kettle
65,2,2,372,reference,badge,achievement,flashback
65,3,1,182,class_inclusion,tier,entry-level,capability
65,4,1,356,reference,estimates,quantities,flashback
65,5,1,81,case_relations,locks,door,leaking
65,6,2,388,reference,passports,person,blueprint
65,7,2,13,attribute,greece,beachy,squirrel
65,8,3,254,non_attribute,enemies,friendly,junior
65,9,2,461,space_time,lakes,wildlife,nights
65,10,1,15,attribute,cowboy,texan,fires
65,11,3,58,case_relations,bang,bomb,proclaim
65,12,3,234,contrast,breaks,accelerates,ending
65,13,1,458,space_time,residence,kitchen,space
65,14,1,468,space_time,space,asteroid,greece
65,15,3,352,reference,news,event,questionnaires
65,16,2,436,similar,preserve,jam,warning
65,17,3,293,non_attribute,spark,dull,diamonds
65,18,1,465,space_time,conferences,talk,outdoors
65,19,3,481,space_time,woods,wildlife,colleges
65,20,3,61,case_relations,pupil,exam,businessman
66,1,2,162,class_inclusion,story,fairytale,regimes
66,2,2,286,non_attribute,tornado,still,overheating
66,3,2,336,part_whole,labour,job,church
66,4,2,3,attribute,torpedoes,rapid,cube
66,5,2,93,case_relations,canceling,plans,crabs
66,6,1,346,part_whole,catalogue,record,conference
66,7,3,12,attribute,aluminum,grey,cells
66,8,2,163,class_inclusion,exams,pop-quiz,poll
66,9,1,121,cause_purpose,oder,smell,politician
66,10,1,266,non_attribute,bang,quiet,relic
66,11,2,293,non_attribute,spark,dull,diamonds
66,12,1,361,reference,symbols,entity,handshake
66,13,3,469,space_time,weekends,Sautrday,outdoors
66,14,1,406,similar,fathers,dads,presents
66,15,3,371,reference,listing,property,catalog
66,16,3,185,class_inclusion,transportation,bicycle,action
66,17,1,192,class_inclusion,religion,Catholicism,harm
66,18,1,240,contrast,advances,obstacles,harder
66,19,3,110,cause_purpose,pirates,raids,blender
66,20,3,145,cause_purpose,ovens,cooking,meme
67,1,3,169,class_inclusion,tier,premium,charts
67,2,1,3,attribute,torpedoes,rapid,cube
67,3,2,433,similar,functioning,working,wondering
67,4,2,389,reference,symbols,concepts,address
67,5,1,130,cause_purpose,kettle,boil,boiler
67,6,1,211,contrast,starts,ends,preserved
67,7,3,459,space_time,caribbean,island,paradise
67,8,1,386,reference,likeness,face,plan
67,9,3,56,case_relations,dodge,ball,athlete
67,10,2,78,case_relations,unravel,yarn,nodded
67,11,1,404,similar,estimate,guess,nicer
67,12,3,23,attribute,sirens,audible,branches
67,13,2,486,space_time,disneyland,rides,clinics
67,14,2,204,contrast,broke,rich,direct
67,15,1,51,case_relations,poisons,murder,broadcast
67,16,2,295,non_attribute,weights,light,routine
67,17,3,183,class_inclusion,regimes,Taliban,chemical
67,18,2,117,cause_purpose,blossom,bloom,blender
67,19,3,266,non_attribute,bang,quiet,relic
67,20,3,351,reference,deal,agreement,marker
68,1,3,84,case_relations,broadcast,signal,canceling
68,2,1,127,cause_purpose,kettle,tea,sketch
68,3,1,362,reference,calendars,date,capsule
68,4,3,98,case_relations,carry,bag,erase
68,5,1,234,contrast,breaks,accelerates,ending
68,6,1,14,attribute,sirens,piercing,pasta
68,7,2,149,cause_purpose,movie,entertainment,cars
68,8,1,146,cause_purpose,threat,panic,pirates
68,9,2,18,attribute,cube,geometric,matrices
68,10,1,8,attribute,grids,square,indonesia
68,11,3,497,space_time,paradise,bliss,afternoon
68,12,2,249,contrast,goodness,evil,intellectual
68,13,3,375,reference,handshake,agreement,symbols
68,14,3,346,part_whole,catalogue,record,conference
68,15,3,189,class_inclusion,story,legend,toes
68,16,2,76,case_relations,defend,castle,politician
68,17,2,478,space_time,hells,heat,meeting
68,18,2,454,space_time,conferences,session,cave
68,19,1,219,contrast,growth,shrinkage,fat
68,20,3,430,similar,yell,scream,sprung
69,1,2,217,contrast,forgotten,remembered,withdraw
69,2,2,430,similar,yell,scream,sprung
69,3,3,195,class_inclusion,situation,emergency,display
69,4,1,133,cause_purpose,politician,laws,concerts
69,5,1,326,part_whole,church,pastor,organs
69,6,3,307,part_whole,evaluation,question,crafts
69,7,1,94,case_relations,traveler,luggage,waste
69,8,2,479,space_time,greece,island,cities
69,9,2,362,reference,calendars,date,capsule
69,10,1,304,part_whole,scissors,blade,gym
69,11,2,165,class_inclusion,analysis,explanation,soap
69,12,3,478,space_time,hells,heat,meeting
69,13,1,68,case_relations,sing,song,pirates
69,14,2,290,non_attribute,riches,broke,dust
69,15,1,105,cause_purpose,punches,pain,oder
69,16,3,404,similar,estimate,guess,nicer
69,17,3,432,similar,outstanding,fantastic,sprung
69,18,3,348,part_whole,church,steeple,arrows
69,19,1,253,non_attribute,heights,shallow,zombies
69,20,2,435,similar,tough,chewy,pretend
70,1,2,198,class_inclusion,attachment,button,lakes
70,2,2,237,contrast,specialized,generalized,forgotten
70,3,1,175,class_inclusion,table,bedside,basket
70,4,1,65,case_relations,businessman,meetings,digs
70,5,3,463,space_time,village,road,cities
70,6,3,20,attribute,cake,sugary,matrices
70,7,2,480,space_time,neighborhoods,homes,holidays
70,8,1,185,class_inclusion,transportation,bicycle,action
70,9,3,304,part_whole,scissors,blade,gym
70,10,1,263,non_attribute,excitement,collected,bang
70,11,3,323,part_whole,labour,laborer,radiator
70,12,1,336,part_whole,labour,job,church
70,13,3,413,similar,preserve,store,predicted
70,14,2,344,part_whole,basket,exterior,story
70,15,3,176,class_inclusion,action,exit,tribes
70,16,2,393,reference,report,event,motif
70,17,3,421,similar,notions,ideas,fathers
70,18,2,496,space_time,carnival,ferris-wheel,residence
70,19,1,114,cause_purpose,blossom,scent,kettle
70,20,2,319,part_whole,furnace,boiler,chicken
71,1,3,496,space_time,carnival,ferris-wheel,residence
71,2,2,223,contrast,advances,retracts,keeping
71,3,1,295,non_attribute,weights,light,routine
71,4,2,443,similar,classes,seminars,irritation
71,5,3,89,case_relations,dodge,danger,sketch
71,6,3,429,similar,pretend,fake,prize
71,7,3,158,class_inclusion,brand,Nike,soap
71,8,2,185,class_inclusion,transportation,bicycle,action
71,9,2,43,attribute,sunshine,radiant,branches
71,10,2,412,similar,instant,second,bothers
71,11,3,500,space_time,nights,blackness,venice
71,12,3,75,case_relations,broadcast,show,dentist
71,13,1,101,cause_purpose,blossom,flower,coin
71,14,1,221,contrast,concentrated,dispersed,silence
71,15,1,442,similar,collection,group,predicted
71,16,3,400,reference,badge,accomplishment,estimates
71,17,1,76,case_relations,defend,castle,politician
71,18,2,191,class_inclusion,organs,heart,label
71,19,1,70,case_relations,digs,hole,carry
71,20,1,462,space_time,village,hut,dock
72,1,3,50,attribute,wool,itchy,cells
72,2,2,482,space_time,woods,leaves,lakes
72,3,2,405,similar,pinnacle,top,collection
72,4,3,302,part_whole,basket,handle,tomb
72,5,3,425,similar,nicer,kinder,upsetting
72,6,2,494,space_time,clinics,patient,nights
72,7,2,456,space_time,daytime,sunlight,lakes
72,8,1,122,cause_purpose,alarm,alertness,question
72,9,1,10,attribute,grids,measured,eruption
72,10,3,162,class_inclusion,story,fairytale,regimes
72,11,3,197,class_inclusion,action,laughing,relative
72,12,1,4,attribute,pupils,black,junk
72,13,2,465,space_time,conferences,talk,outdoors
72,14,1,282,non_attribute,fossils,new,errors
72,15,2,108,cause_purpose,batteries,charging,oder
72,16,2,235,contrast,enlarged,shrunk,specialized
72,17,3,379,reference,debt,value,bets
72,18,1,353,reference,pronoun,object,listing
72,19,1,209,contrast,stays,leaves,encouraging
72,20,1,56,case_relations,dodge,ball,athlete
73,1,2,122,cause_purpose,alarm,alertness,question
73,2,2,27,attribute,scooter,electronic,woods
73,3,2,103,cause_purpose,boiler,heat,movie
73,4,1,63,case_relations,government,laws,stamping
73,5,1,273,non_attribute,diamonds,rusted,relic
73,6,1,165,class_inclusion,analysis,explanation,soap
73,7,3,109,cause_purpose,stomach,digestion,cavity
73,8,3,180,class_inclusion,attachment,file,storage
73,9,3,182,class_inclusion,tier,entry-level,capability
73,10,2,133,cause_purpose,politician,laws,concerts
73,11,3,224,contrast,upwards,downwards,lesser
73,12,2,50,attribute,wool,itchy,cells
73,13,1,36,attribute,manhattan,busy,logs
73,14,3,336,part_whole,labour,job,church
73,15,3,223,contrast,advances,retracts,keeping
73,16,2,183,class_inclusion,regimes,Taliban,chemical
73,17,1,245,contrast,intellectual,idiotic,rejects
73,18,1,451,space_time,kansas,field,holiday
73,19,2,232,contrast,smooth,difficult,defend
73,20,3,190,class_inclusion,dimension,time,relationship
74,1,2,338,part_whole,storage,site,worm
74,2,1,186,class_inclusion,education,highschool,charts
74,3,2,270,non_attribute,fossils,modern,dwarfs
74,4,3,40,attribute,pasta,cheesy,farmers
74,5,2,242,contrast,encouraging,demoralizing,enlarged
74,6,1,123,cause_purpose,strikeouts,outs,smiles
74,7,3,31,attribute,squirrel,nimble,song
74,8,3,124,cause_purpose,academics,papers,lecturers
74,9,3,446,similar,teaching,instructing,classes
74,10,1,85,case_relations,academics,lecture,panther
74,11,3,458,space_time,residence,kitchen,space
74,12,2,192,class_inclusion,religion,Catholicism,harm
74,13,3,487,space_time,weekends,relaxation,hells
74,14,2,221,contrast,concentrated,dispersed,silence
74,15,1,222,contrast,familiar,foreign,tired
74,16,1,289,non_attribute,air,wet,disinformation
74,17,1,215,contrast,preserved,wasted,straight
74,18,3,434,similar,amazing,splended,teaching
74,19,1,170,class_inclusion,outfit,swimwear,table
74,20,2,226,contrast,growth,decline,advanced
75,1,1,291,non_attribute,dwarfs,giant,enemies
75,2,1,181,class_inclusion,exchanges,transaction,skirt
75,3,3,420,similar,bells,jingles,picked
75,4,2,236,contrast,upwards,declined,harder
75,5,3,339,part_whole,analysis,description,portfolio
75,6,1,430,similar,yell,scream,sprung
75,7,2,63,case_relations,government,laws,stamping
75,8,2,401,similar,goodbye,farewell,awful
75,9,1,315,part_whole,galaxy,Earth,countryside
75,10,2,328,part_whole,resume,job,tomb
75,11,2,422,similar,bothers,annoys,estimate
75,12,3,273,non_attribute,diamonds,rusted,relic
75,13,1,320,part_whole,portfolio,paper,basket
75,14,2,347,part_whole,storage,shelf,spacecraft
75,15,3,360,reference,prizes,accomplishment,symbols
75,16,3,492,space_time,hells,devil,pier
75,17,3,427,similar,teaching,educating,instant
75,18,1,98,case_relations,carry,bag,erase
75,19,1,497,space_time,paradise,bliss,afternoon
75,20,2,220,contrast,equals,approximates,growth
